ID|NUM| MARSHRUT| RASPIS| ST1| ST2| V_PUTI| FIRM_NAME| WAGON| ROUTE_LINK
2148|785  | Харків Київ | 10,17,22,24/04/2016 | 22100 | 22000 | 8:09 | ІНТЕРСІТІ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2148&by_id=1
2149|785  | Харків Київ | 15/04/2016 | 22100 | 22000 | 8:14 | ІНТЕРСІТІ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2149&by_id=1
2150|785  | Харків Київ | 29/04/2016 | 22100 | 22000 | 8:14 | ІНТЕРСІТІ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2150&by_id=1
2151|736  | Київ Запоріжжя | 29/04/2016 | 22000 | 22800 | 7:08 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2151&by_id=1
2152|126 | Костянтинівка Київ | 4-21/04/2016 щоденно | 24140 | 22000 | 12:27 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2152&by_id=1
2153|126 | Костянтинівка Київ | з 22/04/2016 щоденно | 24140 | 22000 | 12:27 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2153&by_id=1
2154|126 | Київ Костянтинівка | з 22/04/2016 щоденно | 22000 | 24140 | 12:15 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2154&by_id=1
2157|77 | Москва Ковель | 6/06/2016 | 20007 | 23020 | 22:51 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2157&by_id=1
2158|78 | Ковель Москва | 7/06/2016 | 23020 | 20007 | 23:17 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2158&by_id=1
2159|269 | Київ Івано-Франківськ | 8,15/04/2016 | 22000 | 23000 | 12:50 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2159&by_id=1
2160|218 | Івано-Франківськ Київ | 24/04/2016 | 23000 | 22000 | 10:02 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2160&by_id=1
2161|218 | Івано-Франківськ Київ | 10,17/04/2016 | 23000 | 22000 | 10:11 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2161&by_id=1
2166|813 | Зернове Фастів | 5-29/04/2016 щоденно, крім п'ятниць та неділь | 20810 | 22150 | 6:58 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2166&by_id=1
2167|813 | Зернове Київ | 5-29/04/2016 по п'ятницях та неділях | 20810 | 3723 | 5:33 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2167&by_id=1
2168|816 | Фастів Шостка | 10,17,24/04/2016 | 22150 | 22016 | 6:34 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2168&by_id=1
2169|816 | Київ-Волинський Шостка | 8,15,22/04/2016 | 22298 | 22016 | 5:48 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2169&by_id=1
2170|830 | Фастів Шостка | 6,8,9,12,13,14,15,16,17,19,22,23,24,25,26,28,29/04/2016 | 22150 | 22016 | 6:00 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2170&by_id=1
2171|814 | Фастів Зернове | 4-28/04/2016 щоденно | 22150 | 20810 | 6:48 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2171&by_id=1
2172|830 | Фастів Шостка | 4,5,7,10,11,18,20,21,27/04/2016 | 22150 | 22016 | 6:05 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2172&by_id=1
2173|784  | Шостка Київ | з 9/04/2016 щоденно | 22016 | 22000 | 4:21 | "ПОДІЛЬСЬКИЙ ЕКСПРЕС" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2173&by_id=1
2174|134 | Лисичанськ Київ | з 8/04/2016 щоденно | 24060 | 22000 | 15:43 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2174&by_id=1
2175|235 | Ужгород Харків | 10-20/04/2016 по середах та неділях | 20095 | 22100 | 27:17 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2175&by_id=1
2176|357  | Київ Ворохта | 16,17,18/05/2016 | 22000 | 23217 | 16:23 | "ГУЦУЛЬЩИНА" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2176&by_id=1
2177|358  | Ворохта Київ | 17,18,19/05/2016 | 23217 | 22000 | 16:02 | "ГУЦУЛЬЩИНА" | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=2177&by_id=1
36850|722  | Київ Харків | цілий рік щоденно | 22000 | 22100 | 4:35 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=36850&by_id=1
36880|734  | Київ Красноармійськ | цілий рік щоденно | 22000 | 24050 | 8:08 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=36880&by_id=1
36882|732  | Київ Запоріжжя | цілий рік щоденно | 22000 | 22800 | 7:07 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=36882&by_id=1
49123|721  | Харків Київ | цілий рік щоденно | 22100 | 22000 | 4:40 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=49123&by_id=1
49126|726  | Київ Харків | цілий рік щоденно | 22000 | 22100 | 4:37 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=49126&by_id=1
49127|725  | Харків Київ | цілий рік щоденно | 22100 | 22000 | 4:39 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=49127&by_id=1
49129|732  | Запоріжжя Київ | цілий рік щоденно | 22800 | 22000 | 7:12 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=49129&by_id=1
49143|743  | Дарниця, Київ Львів | цілий рік щоденно | 22080 | 23200 | 5:21 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=49143&by_id=1
53136|712  | Костянтинівка Київ | цілий рік щоденно | 24140 | 22000 | 6:29 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=53136&by_id=1
53278|143 | Київ Івано-Франківськ | 5-20/04/2016 щоденно | 22000 | 23000 | 11:37 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=53278&by_id=1
53304|143 | Івано-Франківськ Київ | 5-21/04/2016 щоденно | 23000 | 22000 | 12:50 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=53304&by_id=1
53363|218 | Рахів Київ | 30/04, 3,7,9/05/2016 | 23270 | 22000 | 15:27 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=53363&by_id=1
53367|140 | Кам'янець-Подільський Київ | 5-19/04/2016 по непарних | 22260 | 22000 | 8:42 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=53367&by_id=1
53449|139 | Київ Кам'янець-Подільський | з 14/12/2015 по парних, при двох непарних 30,2,4 | 22000 | 22260 | 8:11 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=53449&by_id=1
53586|217 | Київ Рахів | 29/04, 2,6,8/05/2016 | 22000 | 23270 | 17:48 |   | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=53586&by_id=1
53799|741  | Дарниця, Київ Львів, Трускавець | з 27/03/2016 щоденно | 22080 | 23240 | 7:24 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=53799&by_id=1
53800|742  | Трускавець, Львів Київ, Дарниця | цілий рік щоденно | 23240 | 22080 | 7:12 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=53800&by_id=1
54141|733  | Красноармійськ Київ | цілий рік щоденно | 24050 | 22000 | 8:09 | ІНТЕРСІТІ+ | false | http://www.uz.gov.ua/passengers/timetable/?ntrain=54141&by_id=1
